"source_id"	"author"	"title"	"pub_place"	"publisher"	"pub_date"	"gender"	"gender_guess"	"ethnicity"	"occupation"	"occupation_free"	"state_born"	"state_main"	"state_died"	"born"	"died"	"words"
"eaf220v2"	"Irving, Washington"	"The Alhambra, Vol.2"	"Philadelphia"	"Carey & Lea"	1832	"M"	0	"White"	"Education"	"Historian"	"NY"	"NY"	"NY"	1783	1859	44315
"eaf221v1"	"Irving, Washington"	"The Crayon miscellany, Vol.1"	"Philadelphia"	"Carey, Lea & Blanchard"	1835	"M"	0	"White"	"Education"	"Historian"	"NY"	"NY"	"NY"	1783	1859	55756
"eaf221v2"	"Irving, Washington"	"The Crayon miscellany, Vol.2"	"Philadelphia"	"Carey, Lea & Blanchard"	1835	"M"	0	"White"	"Education"	"Historian"	"NY"	"NY"	"NY"	1783	1859	49975
"eaf221v3"	"Irving, Washington"	"The Crayon miscellany, Vol.3"	"Philadelphia"	"Carey, Lea & Blanchard"	1835	"M"	0	"White"	"Education"	"Historian"	"NY"	"NY"	"NY"	1783	1859	53524
"eaf222"	"Irving, Washington"	"The beauties of Washington Irving, author of \"The sketch-book,\" \"Knickerbocker,\" \"Crayon miscellany,\" &c."	"Philadelphia"	"Carey, Lea & Blanchard"	1835	"M"	0	"White"	"Education"	"Historian"	"NY"	"NY"	"NY"	1783	1859	105824
"eaf231"	"Irving, Washington"	"A book of the Hudson"	"New York"	"G.P. Putnam"	1849	"M"	0	"White"	"Education"	"Historian"	"NY"	"NY"	"NY"	1783	1859	73448
"eaf232"	"Jones, J. B. (John Beauchamp)"	"The western merchant"	"Philadelphia"	"Grigg, Elliot & Co."	1849	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MD"	"MO"	"NJ"	1810	1866	84754
"eaf233v1"	"Judah, Samuel B. H. (Samuel Benjamin Helbert)"	"The buccaneers, Vol. 1"	"New York"	"[s.n.]"	1827	"M"	0	"White"	"Writer"	"Playwright"	"NY"	"NY"		1799	1876	87219
"eaf233v2"	"Judah, Samuel B. H. (Samuel Benjamin Helbert)"	"The buccaneers, Vol. 2"	"New York"	"[s.n.]"	1827	"M"	0	"White"	"Writer"	"Playwright"	"NY"	"NY"		1799	1876	144400
"eaf234"	"Judd, Sylvester"	"Margaret"	"Boston"	"Jordan and Wiley; sold by C. S. Francis [etc., etc.]"	1845	"M"	0	"White"	"Church"	"Minister"	"MA"	"ME"	"ME"	1813	1853	196106
"eaf235"	"Judd, Sylvester"	"Richard Edney and the governor's family"	"Boston"	"Phillips, Sampson"	1850	"M"	0	"White"	"Church"	"Minister"	"MA"	"ME"	"ME"	1813	1853	134909
"eaf236v1"	"Kennedy, John Pendleton"	"Swallow Barn, or A sojourn in the Old Dominion, Vol.1"	"Philadelphia"	"Carey & Lea"	1832	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MD"	"MD"	"RI"	1795	1870	76314
"eaf236v2"	"Kennedy, John Pendleton"	"Swallow Barn, or A sojourn in the Old Dominion, Vol.2"	"Philadelphia"	"Carey & Lea"	1832	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MD"	"MD"	"RI"	1795	1870	81738
"eaf238v1"	"Kennedy, John Pendleton"	"Rob of the Bowl, Vol.1"	"Philadelphia"	"Lea & Blanchard"	1838	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MD"	"MD"	"RI"	1795	1870	63428
"eaf238v2"	"Kennedy, John Pendleton"	"Rob of the Bowl, Vol.2"	"Philadelphia"	"Lea & Blanchard"	1838	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MD"	"MD"	"RI"	1795	1870	70271
"eaf239"	"Kennedy, John Pendleton"	"Quodlibet"	"Philadelphia"	"Lea & Blanchard"	1840	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MD"	"MD"	"RI"	1795	1870	69087
"eaf240"	"Kirkland, Caroline M. (Caroline Matilda)"	"A new home - who'll follow?"	"New York"	"C.S. Francis"	1839	"F"	0	"White"	"Education"	"Teacher"	"NY"	"NY"	"NY"	1801	1864	79206
"eaf241"	"Kirkland, Caroline M. (Caroline Matilda)"	"Western clearings, no. 7"	"New York"	"Wiley and Putnam"	1845	"F"	0	"White"	"Education"	"Teacher"	"NY"	"NY"	"NY"	1801	1864	87329
"eaf242"	"Eastman, Mary Henderson"	"Dahcotah, or, Life and legends of the Sioux around Fort Snelling"	"New York"	"John Wiley"	1849	"F"	0	"White"	"Writer"	"Writer"	"VA"	"MN"	"DC"	1818	1890	63827
"eaf243v1"	"Kirkland, Caroline M. (Caroline Matilda)"	"Forest life, Vol.1"	"New York"	"C.S. Francis"	1842	"F"	0	"White"	"Education"	"Teacher"	"NY"	"NY"	"NY"	1801	1864	55019
"eaf243v2"	"Kirkland, Caroline M. (Caroline Matilda)"	"Forest life, Vol.2"	"New York"	"C.S. Francis"	1842	"F"	0	"White"	"Education"	"Teacher"	"NY"	"NY"	"NY"	1801	1864	74407
"eaf244"	"[None]"	"The fountain and the bottle"	"Boston"	"Horace Wentworth"	1850											96529
"eaf245"	"Lippard, George"	"Adrian, the neophyte"	"Philadelphia"	"I.R. & A.H. Diller"	1843	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	10351
"eaf246"	"Lippard, George"	"Original revolutionary chronicle"	"Philadelphia"	"A.H. Diller"	1843	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	26824
"eaf247"	"Lippard, George"	"Herbert Tracy, or, The legend of the Black Rangers"	"Philadelphia"	"R.G. Berford Publisher, Barrett and Jones, Printers"	1844	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	34556
"eaf248"	"Lippard, George"	"The Ladye Annabel, or, The doom of the poisoner"	"Philadelphia"	"R.G. Berford"	1844	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	104467
"eaf249"	"Lippard, George"	"Legends of Mexico"	"Philadelphia"	"T. B. Peterson & Brothers"	1847	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	60488
"eaf250"	"Lippard, George"	"The Rose of Wissahikon, or, The Fourth of July, 1776"	"Philadelphia"	"G.B. Zieber & Co."	1847	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	25128
"eaf251"	"Lippard, George"	"Washington and his generals, or, Legends of the Revolution"	"Philadelphia"	"G.B. Zieber & Co."	1847	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	231940
"eaf252"	"Lippard, George"	"'Bel of Prairie Eden"	"Boston"	"Hotchkiss & Co."	1848	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	43668
"eaf253"	"Lippard, George"	"Paul Ardenheim, the monk of Wissahikon"	"Philadelphia"	"T. B. Peterson & Brothers"	1848	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	242199
"eaf255"	"Lippard, George"	"The man with the mask"	"Philadelphia"	"Jos. Severns and Company"	1849	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	75516
"eaf256"	"Lippard, George"	"Washington and his men"	"Philadelphia"	"Jos. Severns and Company"	1849	"M"	0	"White"	"Politics-Government-Activism"	"Activist"	"PA"	"PA"	"PA"	1822	1854	38778
"eaf258v1"	"Longfellow, Henry Wadsworth"	"Outre-mer, Vol.1"	"Boston"	"Hilliard, Gray & Co."	1833	"M"	0	"White"	"Education"	"Professor"	"ME"	"MA"	"MA"	1807	1882	16991
"eaf258v2"	"Longfellow, Henry Wadsworth"	"Outre-mer, Vol.2"	"Boston"	"Hilliard, Gray & Co."	1833	"M"	0	"White"	"Education"	"Professor"	"ME"	"MA"	"MA"	1807	1882	16331
"eaf259v1"	"Longfellow, Henry Wadsworth"	"Hyperion, Vol.1"	"New York"	"Samuel Colman"	1839	"M"	0	"White"	"Education"	"Professor"	"ME"	"MA"	"MA"	1807	1882	34255
"eaf259v2"	"Longfellow, Henry Wadsworth"	"Hyperion, Vol.2"	"New York"	"Samuel Colman"	1839	"M"	0	"White"	"Education"	"Professor"	"ME"	"MA"	"MA"	1807	1882	36865
"eaf261"	"Longfellow, Henry Wadsworth"	"Kavanagh"	"Boston"	"Ticknor, Reed, and Fields"	1849	"M"	0	"White"	"Education"	"Professor"	"ME"	"MA"	"MA"	1807	1882	32337
"eaf262"	"Longstreet, Augustus Baldwin"	"Georgia scenes"	"Augusta, [Ga.]"	"Printed at the S.R. Sentinel Office"	1835	"M"	0	"White"	"Law"	"Lawyer"	"GA"	"SC"	"MS"	1790	1870	71250
"eaf263"	"Mathews, Cornelius"	"Behemoth"	"New York"	"J. & H. G. Langley"	1839	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1817	1889	40853
"eaf264"	"Mathews, Cornelius"	"The career of Puffer Hopkins"	"New York"	"D. Appleton & Company"	1842	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1817	1889	121707
"eaf265"	"Mathews, Cornelius"	"The various writings of Cornelius Mathews [...] complete in one volume"	"New York"	"Harper & Brothers"	1843	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1817	1889	321780
"eaf266"	"Mathews, Cornelius"	"Big Abel, and the little Manhattan"	"New York"	"Wiley and Putnam"	1845	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1817	1889	31103
"eaf267"	"Mathews, Cornelius"	"Chanticleer"	"Boston"	"B.B. Mussey & Co."	1850	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1817	1889	28472
"eaf269"	"McHenry, James"	"The wilderness, or, Braddock's times"	"New York"	"E. Bliss and E. White"	1823	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"Ireland"	"MD"	"MD"	1753	1816	168326
"eaf270v1"	"McHenry, James"	"O'Halloran, or The insurgent chief, Vol. 1"	"Philadelphia"	"H.C. Carey & I. Lea"	1824	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"Ireland"	"MD"	"MD"	1753	1816	71924
"eaf270v2"	"McHenry, James"	"O'Halloran, or The insurgent chief, Vol. 2"	"Philadelphia"	"H.C. Carey & I. Lea"	1824	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"Ireland"	"MD"	"MD"	1753	1816	68436
"eaf271"	"McHenry, James"	"The betrothed of Wyoming"	"Philadelphia"	"Sold by the principal booksellers"	1830	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"Ireland"	"MD"	"MD"	1753	1816	46793
"eaf272"	"McHenry, James"	"Meredith, or, The mystery of the Meschianza"	"Philadelphia"	"Sold by the principal booksellers; and in New York, Boston, Baltimore, and Washington"	1831	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"Ireland"	"MD"	"MD"	1753	1816	53297
"eaf273"	"Melville, Herman"	"Typee, no. 13-14"	"New York"	"Wiley and Putnam"	1846	"M"	0	"White"	"Writer"	"Writer"	"NY"	"NY"	"NY"	1819	1891	102603
"eaf274"	"Melville, Herman"	"Omoo"	"New York"	"Harper & Brothers"	1847	"M"	0	"White"	"Writer"	"Writer"	"NY"	"NY"	"NY"	1819	1891	103455
"eaf275v1"	"Melville, Herman"	"Mardi, Vol. 1"	"New York"	"Harper"	1849	"M"	0	"White"	"Writer"	"Writer"	"NY"	"NY"	"NY"	1819	1891	96372
"eaf275v2"	"Melville, Herman"	"Mardi, Vol. 2"	"New York"	"Harper"	1849	"M"	0	"White"	"Writer"	"Writer"	"NY"	"NY"	"NY"	1819	1891	101485
"eaf276"	"Melville, Herman"	"Redburn, his first voyage"	"New York"	"Harper & Brothers"	1849	"M"	0	"White"	"Writer"	"Writer"	"NY"	"NY"	"NY"	1819	1891	118690
"eaf277"	"Melville, Herman"	"White-Jacket, or, The World in a man-of-war"	"New York"	"Harper"	1850	"M"	0	"White"	"Writer"	"Writer"	"NY"	"NY"	"NY"	1819	1891	140859
"eaf278"	"Mitchell, Donald Grant"	"Reveries of a bachelor, or, A book of the heart"	"New York"	"Baker & Scribner"	1850	"M"	0	"White"	"Agriculture-Land"	"Gardener"	"CT"	"CT"	"CT"	1822	1908	60435
"eaf279v1"	"Mitchell, Donald Grant"	"The lorgnette, or, Studies of the town, Vol. 1"	"New York"	"Henry Kernot"	1850	"M"	0	"White"	"Agriculture-Land"	"Gardener"	"CT"	"CT"	"CT"	1822	1908	65385
"eaf279v2"	"Mitchell, Donald Grant"	"The lorgnette, or, Studies of the town, Vol. 2"	"New York"	"Henry Kernot"	1850	"M"	0	"White"	"Agriculture-Land"	"Gardener"	"CT"	"CT"	"CT"	1822	1908	68445
"eaf280"	"Mitchell, I. (Isaac)"	"A short account of the courtship of Alonzo & Melissa"	"Plattsburgh, N.Y."	"Printed for the Proprietor"	1811	"M"	0	"White"	"Editor-Critic-Journalist"	"Journalist"	"NY"	"NY"	"NY"	1759	1812	53892
"eaf281v1"	"Mitchell, I. (Isaac)"	"The asylum, or, Alonzo and Melissa, Vol.1"	"Poughkeepsie"	"Published by Joseph Nelson. C.C. Adams and Co. Printers"	1811	"M"	0	"White"	"Editor-Critic-Journalist"	"Journalist"	"NY"	"NY"	"NY"	1759	1812	41232
"eaf281v2"	"Mitchell, I. (Isaac)"	"The asylum, or, Alonzo and Melissa, Vol.2"	"Poughkeepsie"	"Published by Joseph Nelson. C.C. Adams and Co. Printers"	1811	"M"	0	"White"	"Editor-Critic-Journalist"	"Journalist"	"NY"	"NY"	"NY"	1759	1812	51489
"eaf283"	"Morris, George Pope"	"The little Frenchman and his water lots, with other sketches of the times"	"Philadelphia"	"Lea & Blanchard"	1839	"M"	0	"White"	"Arts"	"Songwriter"	"PA"	"NY"		1802	1864	23916
"eaf284v1"	"Motley, John Lothrop"	"Morton's Hope, or, The memoirs of a provincial., Vol.1"	"New York"	"Harper"	1839	"M"	0	"White"	"Education"	"Historian"	"MA"	"MA"	"England"	1814	1877	53793
"eaf284v2"	"Motley, John Lothrop"	"Morton's Hope, or, The memoirs of a provincial., Vol.2"	"New York"	"Harper"	1839	"M"	0	"White"	"Education"	"Historian"	"MA"	"MA"	"England"	1814	1877	81549
"eaf285"	"Motley, John Lothrop"	"Merry-mount"	"Boston"	"James Munroe and Company"	1849	"M"	0	"White"	"Education"	"Historian"	"MA"	"MA"	"England"	1814	1877	145914
"eaf286"	"Myers, P. Hamilton (Peter Hamilton)"	"Ellen Welles, or, The siege of Fort Stanwix"	"Rome, [N.Y.]"	"Published by W. O. M'Clure, A. J. Rowley & Co., printers"	1848	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1812	1878	13247
"eaf287"	"Myers, P. Hamilton (Peter Hamilton)"	"The first of the Knickerbockers"	"New York"	"George P. Putnam"	1848	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1812	1878	46418
"eaf288"	"Myers, P. Hamilton (Peter Hamilton)"	"The young patroon, or, Christmas in 1690"	"New York"	"George P. Putnam"	1849	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1812	1878	25729
"eaf289"	"Myers, P. Hamilton (Peter Hamilton)"	"The King of the Hurons"	"New York"	"George P. Putnam"	1850	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1812	1878	102375
"eaf291v1"	"Neal, John"	"Logan, Vol. I"	"Philadelphia"	"H.C. Carey & I. Lea"	1822	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	111197
"eaf291v2"	"Neal, John"	"Logan, Vol. II"	"Philadelphia"	"H.C. Carey & I. Lea"	1822	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	121400
"eaf292v1"	"Neal, John"	"Errata, or, The works of Will. Adams, Vol. I"	"New York"	"Published for the proprietors"	1823	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	114816
"eaf292v2"	"Neal, John"	"Errata, or, The works of Will. Adams, Vol. II"	"New York"	"Published for the proprietors"	1823	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	124200
"eaf293v1"	"Neal, John"	"Randolph, Vol. I"	"Baltimore"	"Published for whom it may concern"	1823	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	124776
"eaf293v2"	"Neal, John"	"Randolph, Vol. II"	"Baltimore"	"Published for whom it may concern"	1823	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	124037
"eaf294v1"	"Neal, John"	"Seventy-six, Vol. I"	"Baltimore"	"Joseph Robinson"	1823	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	84163
"eaf294v2"	"Neal, John"	"Seventy-six, Vol. II"	"Baltimore"	"Joseph Robinson"	1823	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	81296
"eaf295"	"Neal, John"	"Rachel Dyer"	"Portland, Me."	"Published by Shirley and Hyde"	1828	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	70854
"eaf296"	"Neal, John"	"Authorship"	"Boston"	"Gray and Bowen"	1830	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	85474
"eaf297v1"	"Neal, John"	"The Down-easters, &c. &c. &c., Vol. I"	"New York"	"Harper & Brothers"	1833	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	55573
"eaf297v2"	"Neal, John"	"The Down-easters, &c. &c. &c., Vol. II"	"New York"	"Harper & Brothers"	1833	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"ME"	"ME"	"ME"	1793	1876	59127
"eaf298"	"Neal, Joseph C. (Joseph Clay)"	"Charcoal sketches, or, Scenes in a metropolis"	"Philadelphia"	"E. L. Carey & A. Hart"	1838	"M"	0	"White"	"Editor-Critic-Journalist"	"Journalist"	"NH"	"PA"	"PA"	1807	1847	62447
"eaf299"	"Neal, Joseph C. (Joseph Clay)"	"Peter Ploddy, and other oddities"	"Philadelphia"	"Carey & Hart"	1844	"M"	0	"White"	"Editor-Critic-Journalist"	"Journalist"	"NH"	"PA"	"PA"	1807	1847	54110
"eaf301"	"Paulding, James Kirke"	"A sketch of old England"	"New York"	"Charles Wiley"	1822	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	60035
"eaf302v1"	"Paulding, James Kirke"	"Koningsmarke, the long Finne, Vol. I"	"New York"	"Charles Wiley, Johnstone & Van Norden, Printers"	1823	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	44710
"eaf302v2"	"Paulding, James Kirke"	"Koningsmarke, the long Finne, Vol. II"	"New York"	"Charles Wiley, Johnstone & Van Norden, Printers"	1823	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	55874
"eaf303"	"Paulding, James Kirke"	"John Bull in America, or, The new Munchausen"	"New York"	"Charles Wiley"	1825	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	54647
"eaf304"	"Paulding, James Kirke"	"The merry tales of the three wise men of Gotham"	"New York"	"G. & C. Carvill"	1826	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	71368
"eaf305"	"Paulding, James Kirke"	"The new mirror for travellers and guide to the springs"	"New York"	"G. & C. Carvill"	1828	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	80538
"eaf306"	"Paulding, James Kirke"	"Tales of the good woman"	"New York"	"G. & C. & H. Carvill"	1829	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	76886
"eaf307"	"Paulding, James Kirke"	"Chronicles of the city of Gotham"	"New York"	"G. & C. & H. Carvill"	1830	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	61194
"eaf308v1"	"Paulding, James Kirke"	"The Dutchman's fireside, Vol. I"	"New York"	"J. & J. Harper"	1831	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	52930
"eaf308v2"	"Paulding, James Kirke"	"The Dutchman's fireside, Vol. II"	"New York"	"J. & J. Harper"	1831	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	45122
"eaf311v1"	"Paulding, James Kirke"	"Westward ho!, Vol. I"	"New York"	"J. & J. Harper"	1832	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	52712
"eaf311v2"	"Paulding, James Kirke"	"Westward ho!, Vol. II"	"New York"	"J. & J. Harper"	1832	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	49822
"eaf314"	"Paulding, James Kirke"	"The book of Saint Nicholas"	"New York"	"Harper & Brothers"	1836	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	56350
"eaf315v1"	"Paulding, James Kirke"	"The old Continental, or, The price of liberty, Vol. I"	"New York"	"Paine and Burgess"	1846	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	50122
"eaf315v2"	"Paulding, James Kirke"	"The old Continental, or, The price of liberty, Vol. II"	"New York"	"Paine and Burgess"	1846	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	50655
"eaf316"	"Paulding, James Kirke"	"The Puritan and his daughter"	"New York"	"Baker & Scribner"	1849	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1778	1860	117015
"eaf318"	"Pike, Albert"	"Prose sketches and poems"	"Boston"	"Light & Horton"	1834	"M"	0	"White"	"Law"	"Lawyer"	"MA"	"AR"	"DC"	1809	1891	70532
"eaf319"	"Poe, Edgar Allan"	"The narrative of Arthur Gordon Pym. Of Nantucket"	"New York"	"Harper"	1838	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MD"	"MD"	1809	1849	70992
"eaf320v1"	"Poe, Edgar Allan"	"Tales of the grotesque and arabesque, Vol.1"	"Philadelphia"	"Lea & Blanchard"	1840	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MD"	"MD"	1809	1849	55860
"eaf320v2"	"Poe, Edgar Allan"	"Tales of the grotesque and arabesque, Vol.2"	"Philadelphia"	"Lea & Blanchard"	1840	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MD"	"MD"	1809	1849	51198
"eaf321v1"	"Poe, Edgar Allan"	"Tales, no. 2"	"New York"	"Wiley and Putnam"	1845	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MD"	"MD"	1809	1849	86251
"eaf321v2"	"Poe, Edgar Allan"	"The raven and other poems, no. 2"	"New York"	"Wiley and Putnam"	1845	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MD"	"MD"	1809	1849	15554
"eaf323"	"Read, Thomas Buchanan"	"Paul Redding"	"Boston"	"A. Tompkins and B.B. Mussey"	1845	"M"	0	"White"	"Arts"	"Painter"	"PA"	"Italy"	"Italy"	1822	1872	31372
"eaf324"	"[None]"	"The inquisitor, or, Invisible rambler"	"Philadelphia"	"William Gibbons"	1793											54815
"eaf325"	"[None]"	"Charlotte"	"Philadelphia"	"Printed for Mathew Carey, No. 118, Market-Street"	1794											39443
"eaf326"	"[None]"	"Mentoria, or The young lady's friend"	"Philadelphia"	"Printed for Robert Campbell, by Samuel Harrison Smith"	1794											42979
"eaf327"	"[None]"	"The fille de chambre"	"Philadelphia"	"Printed for H. & P. Rice, No. 50, High-Street; and J. Rice & Co., Market-Street, Baltimore"	1794											71908
"eaf328v1"	"[None]"	"Trials of the human heart, Vol. 1"	"Philadelphia"	"Printed for the author, by Wrigley & Berriman. No. 149 Chesnut-Street. Sold by Messrs. Carey, Rice, Campbell, Ormrod, Young; and the author, corner of Seventh and Chesnut streets"	1795											65800
"eaf328v2"	"[None]"	"Trials of the human heart, Vol. 2"	"Philadelphia"	"Printed for the author, by Mountford, Bioren & Co. no. 75, Dock-Street. Sold by Messrs. Carey, Rice, Campbell, Ormrod, Young, and the author, corner of Seventh and Chesnut Streets"	1795											67214
"eaf329"	"[None]"	"Reuben and Rachel"	"Boston"	"Printed by Manning & Loring, for David West"	1798											140042
"eaf330"	"[None]"	"Sarah"	"Boston"	"Published by Charles Williams"	1813											73748
"eaf331"	"[None]"	"Charlotte's daughter"	"Boston"	"Richardson & Lord"	1828											43209
"eaf332"	"Royall, Anne Newport"	"The Tennessean"	"New Haven [Conn.]"	"Printed for the author"	1827	"F"	0	"White"	"Editor-Critic-Journalist"	"Journalist"	"MD"	"DC"	"DC"	1769	1854	141096
"eaf333"	"Sargent, Epes"	"What's to be done?"	"New York"	"Harper & Brothers"	1842	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MA"	"MA"	1813	1880	54554
"eaf334"	"Sargent, Epes"	"Fleetwood, or, The stain of birth"	"New York"	"Burgess, Stringer & Co"	1845	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MA"	"MA"	1813	1880	67449
"eaf335"	"Sedgwick, Catharine Maria"	"A New-England tale, or, Sketches of New-England character and manners."	"New York"	"E. Bliss and E. White"	1822	"F"	0	"White"	"Education"	"Teacher"	"MA"	"MA"	"MA"	1789	1867	67532
"eaf336"	"Sedgwick, Catharine Maria"	"Mary Hollis"	"New York"	"New-York Unitarian Book Society, printed by Van Pelt and Spear"	1822	"F"	0	"White"	"Education"	"Teacher"	"MA"	"MA"	"MA"	1789	1867	6660
"eaf337v1"	"Sedgwick, Catharine Maria"	"Redwood, Vol.1"	"London"	"John Miller"	1824	"F"	0	"White"	"Education"	"Teacher"	"MA"	"MA"	"MA"	1789	1867	49581
"eaf337v2"	"Sedgwick, Catharine Maria"	"Redwood, Vol.2"	"London"	"John Miller"	1824	"F"	0	"White"	"Education"	"Teacher"	"MA"	"MA"	"MA"	1789	1867	43147
"eaf337v3"	"Sedgwick, Catharine Maria"	"Redwood, Vol.3"	"London"	"John Miller"	1824	"F"	0	"White"	"Education"	"Teacher"	"MA"	"MA"	"MA"	1789	1867	46841
"eaf338"	"Sedgwick, Catharine Maria"	"The travellers"	"New York"	"E. Bliss and E. White"	1825	"F"	0	"White"	"Education"	"Teacher"	"MA"	"MA"	"MA"	1789	1867	26870
"eaf339v1"	"Sedgwick, Catharine Maria"	"Hope Leslie, or, Early times in the Massachusetts, Vol.1"	"New York"	"White, Gallaher, and White"	1827	"F"	0	"White"	"Education"	"Teacher"	"MA"	"MA"	"MA"	1789	1867	63413
"eaf339v2"	"Sedgwick, Catharine Maria"	"Hope Leslie, or, Early times in the Massachusetts, Vol.2"	"New York"	"White, Gallaher, and White"	1827	"F"	0	"White"	"Education"	"Teacher"	"MA"	"MA"	"MA"	1789	1867	67913
"eaf341v1"	"Sedgwick, Catharine Maria"	"Clarence, or, A tale of our own times, Vol.1"	"Philadelphia"	"Carey & Lea"	1830	"F"	0	"White"	"Education"	"Teacher"	"MA"	"MA"	"MA"	1789	1867	88085
